title,platform,Score,release_year
Chivalry: Medieval Warfare,PC,8,2012
Cho Aniki,Wii,8,2008
Cho Aniki Zero,PlayStation Portable,6,2010
Chocobo Panic,iPad,7,2010
Chocobo Racing,PlayStation,6,1999
Chocobo's Dungeon 2,PlayStation,7,2000
Chocolate Shop Frenzy,iPhone,8,2009
Chop Chop Runner,iPhone,7,2010
Chop Sushi,iPhone,8,2009
Choplifter HD,PlayStation 3,8,2012
Choplifter HD,PC,8,2012
Choplifter HD,Xbox 360,8,2012
Chopper,iPhone,6,2008
Chopper Attack,Nintendo 64,6,1998
ChoroQ,PlayStation 2,2,2004
Chris Sawyer's Locomotion,PC,6,2004
Christmas Clix,Wii,7,2009
Christmas Wonderland,Nintendo DSi,6,2011
Chrome,PC,8,2003
Chromehounds,Xbox 360,7,2006
Chronicles of Mystery: Scorpio Ritual,PC,8,2008
Chronicles of Vampires: Origins,Nintendo DSi,7,2011
Chrono Cross,PlayStation,10,2000
Chrono Trigger,Wii,10,2011
Chrono Trigger,Nintendo DS,9,2008
Chronos,PC,8,2016
Chronos Twins DX,Wii,8,2010
Chrysler Classic Racing,Nintendo DS,4,2008
Chrysler Classic Racing,Wii,4,2008
Chu Chu Rocket,Dreamcast,9,2000
Chu Chu Rocket,Game Boy Advance,9,2001
Chu Chu Rocket,iPhone,8,2010
Chu Chu Rocket HD,iPad,9,2010
Chuck the Ball,iPhone,7,2009
Chulip,PlayStation 2,6,2007
Chuzzle Mobile,Wireless,8,2007
Cima: The Enemy,Game Boy Advance,6,2003
Circuit Breakers [1998],PlayStation,8,1998
Circus Maximus: Chariot Wars,Xbox,4,2002
Cities in Motion,PC,7,2011
Cities in Motion 2,PC,8,2013
Cities XL,PC,8,2009
Cities XL 2011,PC,7,2010
Cities: Skylines,PC,9,2015
Cities: Skylines -- After Dark,PC,7,2015
Citizens of Earth,PC,7,2015
Citizens of Earth,PlayStation 4,7,2015
City Connection,NES,5,2008
City Connection,Wii,5,2008
City Crisis,PlayStation 2,5,2001
City Life,PC,8,2006
City Life Edition 2008,PC,7,2008
City of Heroes,PC,8,2004
City of Heroes: Going Rogue,PC,7,2010
City of Secrets,iPhone,7,2011
City of Villains,PC,8,2005
CivCity: Rome,PC,8,2006
Civil War: Road to Gettysburg,Wireless,7,2005
Civilization: Call to Power,PC,5,1999
Civilization: Call to Power,Macintosh,5,2002
ClaDun: This is an RPG,PlayStation Portable,8,2010
Clans,PC,5,1999
Clash of the Titans,Xbox 360,3,2010
Class of Heroes,PlayStation Portable,5,2009
Classic British Motor Racing,Wii,2,2008
Classic MiniGolf 3D,Wireless,5,2007
Classified: The Sentinel Crisis,Xbox,2,2006
ClayFighter,Genesis,4,2009
ClayFighter [1994],Wii,4,2009
ClayFighter 63 1/3,Nintendo 64,4,1997
Cleopatra,Wireless,8,2004
Clive Barker's Jericho,PlayStation 3,6,2007
Clive Barker's Jericho,PC,6,2007
Clive Barker's Jericho,Xbox 360,6,2007
Clive Barker's Jericho (Special Edition),Xbox 360,6,2007
Clive Barker's Undying,PC,9,2001
Clive Barker's Undying,Macintosh,9,2002
Clock Tower,PlayStation,6,1997
Clock Tower 2: The Struggle Within,PlayStation,5,1999
Clock Tower 3,PlayStation 2,8,2003
Clockwork Knight,Saturn,6,2008
Clones,PC,7,2010
Cloning Clyde,Xbox 360,8,2006
Close Combat III: The Russian Front,PC,9,1999
Close Combat IV: Battle of the Bulge,PC,8,1999
Close Combat: First to Fight,Xbox,8,2005
Close Combat: Invasion Normandy,PC,8,2000
Closure,PlayStation 3,9,2012
Cloudberry Kingdom,Wii U,7,2013
Cloudberry Kingdom,PlayStation 3,7,2013
Cloudy with a Chance of Meatballs,Wii,7,2009
Cloudy with a Chance of Meatballs,Xbox 360,7,2009
Cloudy with a Chance of Meatballs,PlayStation 3,7,2009
Cloudy with a Chance of Meatballs,Nintendo DS,6,2009
Cloudy with a Chance of Meatballs,PlayStation Portable,6,2009
Clu Clu Land,Wii,5,2008
Clu Clu Land (Famicom Mini Series),Game Boy Advance,4,2004
Clu Clu Land-e,Game Boy Advance,5,2003
Club Penguin: Elite Penguin Force,Nintendo DS,7,2009
Clubhouse Games,Nintendo DS,9,2006
Clubhouse Games Express: Card Classics,Nintendo DSi,6,2009
Clubhouse Games Express: Family Favorites,Nintendo DSi,6,2009
Clubhouse Games Express: Strategy Pack,Nintendo DSi,6,2009
Clue / Mouse Trap / Perfection / Aggravation,Nintendo DS,4,2008
Clue SFX,Wireless,7,2005
Clumsy Bob,iPhone,8,2011
Clusterball,PC,7,2002
Clusterball Arcade,iPhone,7,2008
CMT Presents: Karaoke Revolution Country,PlayStation 2,7,2006
Coaster Works,Dreamcast,8,2001
Cobalt,Xbox One,5,2016
Cobra Command,iPhone,8,2009
Coconut Dodge,PlayStation Portable,7,2010
Cocoto Fishing Master,PlayStation 2,6,2008
Cocoto Fishing Master,Wii,4,2008
Cocoto Kart Racer,Wii,6,2008
Cocoto Kart Racer,Nintendo DS,5,2007
Cocoto Magic Circus,Wii,6,2008
Cocoto Platform Jumper,Wii,6,2009
Code Lyoko: Fall of X.A.N.A,Nintendo DS,6,2008
Code Lyoko: Get Ready to Virtualize,Nintendo DS,7,2007
Code Lyoko: Quest for Infinity,Wii,6,2007
Code Lyoko: Quest for Infinity,PlayStation 2,5,2008
Code Lyoko: Quest for Infinity,PlayStation Portable,5,2008
Code Name S.T.E.A.M. -- Strike Team Eliminating the Alien Menace,Nintendo 3DS,8,2015
Code of Honor 2: Conspiracy Island,PC,3,2008
Code of Princess,Nintendo 3DS,7,2012
Coded Arms,PlayStation Portable,7,2005
Coded Arms Contagion,PlayStation Portable,6,2007
Codename Eagle,PC,7,2000
Codename: Kids Next Door -- Operation: V.I.D.E.O.G.A.M.E.,GameCube,4,2005
Codename: Kids Next Door -- Operation: V.I.D.E.O.G.A.M.E.,PlayStation 2,4,2005
Codename: Kids Next Door -- Operation: V.I.D.E.O.G.A.M.E.,Xbox,4,2005
"Codename: Panzers, Phase One",PC,8,2004
"Codename: Panzers, Phase Two",PC,9,2005
Codename: Panzers: Cold War,PC,7,2009
Codename: Tenka,PlayStation,7,1997
Coffee Tycoon,PC,4,2006
Coffeetime Crosswords,Xbox 360,4,2008
Cogs,iPhone,8,2010
Cogs,PC,7,2009
Coinundrum,Wireless,7,2007
Cold Fear,Xbox,8,2005
Cold Fear,PlayStation 2,7,2005
Cold War,Xbox,6,2005
Cold War,PC,6,2005
Cold Winter,PlayStation 2,8,2005
Cold Zero,PC,7,2003
Colin McRae Rally [2000],PlayStation,9,2000
Colin McRae Rally [2000],PC,7,2000
Colin McRae Rally 04,Xbox,9,2004
Colin McRae Rally 2.0,PlayStation,9,2000
Colin McRae Rally 2.0,PC,9,2001
Colin McRae Rally 2.0,Game Boy Advance,9,2002
Colin McRae Rally 2005,Xbox,9,2004
Colin McRae Rally 2005,PC,9,2004
Colin McRae Rally 2005,Wireless,6,2005
Colin McRae Rally 3,Xbox,9,2003
Colin McRae Rally 3,PlayStation 2,9,2003
Coliseum,PC,3,2004
Collapse!,Wireless,9,2005
College Hoops 2K6,PlayStation 2,8,2005
College Hoops 2K6,Xbox,8,2005
College Hoops 2K6,Xbox 360,7,2006
College Hoops 2K7,Xbox 360,8,2006
College Hoops 2K7,PlayStation 3,8,2007
College Hoops 2K7,Xbox,7,2006
College Hoops 2K7,PlayStation 2,7,2006
College Hoops 2K8,PlayStation 3,8,2007
College Hoops 2K8,Xbox 360,8,2007
College Hoops 2K8,PlayStation 2,7,2007
Colony Wars,PlayStation,9,1997
Colony Wars: Red Sun,PlayStation,9,2000
Colony Wars: Vengeance,PlayStation,10,1998
Colors! 3D,Nintendo 3DS,9,2012
ColorZ,Wii,6,2009
Colosseum: Road to Freedom,PlayStation 2,6,2005
Colour Bind,PC,6,2012
Colt's Wild West Shootout,PC,4,2000
Columns,Genesis,7,2006
Columns,Wii,7,2006
Columns Crown,Game Boy Advance,7,2002
Columns III: Revenge of Columns,Genesis,6,2008
Columns III: Revenge of Columns,Wii,6,2008
Comanche 4,PC,9,2001
Combat,PC,5,2001
Combat Command 2: Desert Rats,PC,6,2001
Combat Elite: WWII Paratroopers,Xbox,6,2005
Combat Elite: WWII Paratroopers,PlayStation 2,6,2005
Combat Flight Simulator 2: WWII Pacific Theater,PC,8,2000
Combat Flight Simulator: WWII Europe Series,PC,7,1998
Combat Jet Attack,Wireless,2,2003
Combat Mission 3: Afrika Korps,PC,9,2004
Combat Mission: Barbarossa to Berlin,PC,9,2002
Combat Mission: Beyond Overlord (Special Edition),PC,9,2003
Combat Mission: Shock Force,PC,5,2007
Combat Mission: Shock Force -- Marines,PC,7,2008
Combat of Giants: Dinosaurs 3D,Nintendo 3DS,6,2011
Combat Over Europe,PC,8,2004
Combat Wings: Battle of Britain,PC,7,2009
Come On! Heroes,Nintendo DSi,8,2011
Comedy Central's Indecision Game,iPhone,8,2012
Comedy Central's Indecision Game,Android,8,2012
Comet Crash,PlayStation 3,9,2009
Comic Jumper: The Adventures of Captain Smiley,Xbox 360,8,2010
Comix Zone,Wii,8,2007
Comix Zone,Genesis,8,2007
Comix Zone,Xbox 360,6,2009
Command & Conquer (1997),PlayStation,8,1997
Command & Conquer (1999),Nintendo 64,8,1999
Command & Conquer 3 Tiberium Wars,PC,9,2007
Command & Conquer 3 Tiberium Wars,Xbox 360,8,2007
Command & Conquer 3 Tiberium Wars,Wireless,7,2008
Command & Conquer 3: Kane's Wrath,PC,8,2008
Command & Conquer 3: Kane's Wrath,Xbox 360,8,2008
Command & Conquer 4: Tiberian Twilight,PC,7,2010
Command & Conquer Generals,PC,9,2003
Command & Conquer Generals Zero Hour,PC,9,2003
Command & Conquer Renegade,PC,7,2002
Command & Conquer: Red Alert,PlayStation,8,1997
Command & Conquer: Red Alert,iPhone,7,2009
Command & Conquer: Red Alert,iPad,7,2010
Command & Conquer: Red Alert 2,PC,9,2000
Command & Conquer: Red Alert 3,PC,8,2008
Command & Conquer: Red Alert 3,Xbox 360,7,2008
Command & Conquer: Red Alert 3 -- Commander's Challenge,Xbox 360,8,2009
Command & Conquer: Red Alert 3 -- Uprising,PC,8,2009
Command & Conquer: Red Alert 3 (Premier Edition),PC,8,2008
Command & Conquer: Red Alert 3 (Ultimate Edition),PlayStation 3,8,2009
Command & Conquer: Red Alert Retaliation,PlayStation,7,1998
Command & Conquer: Tiberian Sun,PC,8,1999
Command & Conquer: Tiberian Sun -- Firestorm,PC,7,2000
Command & Conquer: Yuri's Revenge -- Red Alert 2 Expansion,PC,9,2001
Command & Destroy,Nintendo DS,4,2008
Commander -- Napoleon at War,PC,7,2008
Commander in Chief: Geo-Political Simulator 2009,PC,5,2009
Commander Keen,Game Boy Color,6,2001
Commanders: Attack of the Genos,Xbox 360,8,2008
Commando,Wireless,7,2004
Commando (Arcade),Wii,5,2011
Commando: Steel Disaster,Nintendo DS,6,2008
Commandos 2: Men of Courage,PC,9,2001
Commandos 2: Men of Courage,PlayStation 2,7,2002
Commandos 2: Men of Courage,Xbox,7,2002
Commandos 3: Destination Berlin,PC,9,2003
Commandos Strike Force,Xbox,8,2006
Commandos Strike Force,PlayStation 2,8,2006
Commandos Strike Force,PC,8,2006
Commandos: Behind Enemy Lines,PC,8,1998
Commandos: Beyond the Call of Duty,PC,8,1999
Communication Logic Battle Daisessen,Dreamcast,8,2000
Company of Heroes,PC,9,2006
Company of Heroes,Wireless,7,2007
Company of Heroes 2,PC,8,2013
Company of Heroes 2: Ardennes Assault,PC,8,2014
Company of Heroes 2: The British Forces,PC,8,2015
Company of Heroes: Opposing Fronts,PC,9,2007
Company of Heroes: Tales of Valor,PC,7,2009
Conan,Xbox 360,7,2007
Conan,PlayStation 3,7,2007
Condemned 2: Bloodshot,Xbox 360,8,2008
Condemned 2: Bloodshot,PlayStation 3,8,2008
Condemned: Criminal Origins,Xbox 360,9,2005
Condemned: Criminal Origins,PC,9,2006
Conduit 2,Wii,8,2011
Confidential Mission,Dreamcast,9,2001
Conflict Zone: Modern War Strategy,PC,7,2001
Conflict Zone: Modern War Strategy,Dreamcast,6,2002
Conflict Zone: Modern War Strategy,PlayStation 2,4,2002
Conflict: Denied Ops,PC,4,2008
Conflict: Denied Ops,Xbox 360,4,2008
Conflict: Denied Ops,PlayStation 3,4,2008
Conflict: Desert Storm,Xbox,8,2002
Conflict: Desert Storm,GameCube,8,2003
Conflict: Desert Storm,PlayStation 2,6,2002
Conflict: Desert Storm II: Back to Baghdad,Xbox,8,2003
Conflict: Desert Storm II: Back to Baghdad,PlayStation 2,8,2003
Conflict: Desert Storm II: Back to Baghdad,PC,8,2003
Conflict: Desert Storm II: Back to Baghdad,GameCube,8,2004
Conflict: Global Terror,PC,6,2005
Conflict: Global Terror,PlayStation 2,6,2005
Conflict: Global Terror,Xbox,6,2005
Conflict: Vietnam,PlayStation 2,7,2004
Conflict: Vietnam,Xbox,7,2004
Conflict: Vietnam,PC,7,2004
Conker: Live & Reloaded,Xbox,8,2005
Conker's Bad Fur Day,Nintendo 64,10,2001
Conker's Pocket Tales,Game Boy Color,6,2000
Connect Four Challenge,Wireless,9,2005
Conquest: Frontier Wars,PC,9,2001
Consortium,PC,7,2014
Constantine,Xbox,7,2005
Constantine,PlayStation 2,7,2005
Constantine,Wireless,7,2005
Contact,Nintendo DS,8,2006
Contender,PlayStation,3,1999
Contender 2,PlayStation,5,2000
Continue?9876543210,PC,8,2014
Continuity 2,iPhone,8,2011
Contra,Wireless,7,2006
Contra,Xbox 360,5,2006
Contra 4,Wireless,8,2007
Contra 4,Nintendo DS,8,2007
Contra Advance: The Alien Wars EX,Game Boy Advance,7,2002
Contra III: The Alien Wars,Super NES,8,2007
Contra III: The Alien Wars,Wii,8,2007
Contra ReBirth,Wii,8,2009
Contra: Shattered Soldier,PlayStation 2,8,2002
Contract J.A.C.K.,PC,6,2003
Contrast,PC,8,2013
Contrast,PlayStation 4,8,2013
Contre Jour,iPhone,8,2011
Cookie & Cream,Nintendo DS,8,2007
Cooking Dash 3: Thrills & Spills,PC,9,2010
Cooking Mama,Nintendo DS,7,2006
Cooking Mama,iPhone,7,2009
Cooking Mama 2: Dinner With Friends,Nintendo DS,7,2007
Cooking Mama 3: Shop & Chop,Nintendo DS,7,2009
Cooking Mama: Cook Off,Wii,6,2007
Cooking Mama: World Kitchen,Wii,7,2008
Cooking Star,iPhone,7,2009
Cool Boarders,PlayStation,7,1996
Cool Boarders,PlayStation Portable,4,2007
Cool Boarders 2,PlayStation,7,1997
Cool Boarders 2001,PlayStation 2,8,2001
Cool Boarders 2001,PlayStation,4,2000
Cool Boarders 3,PlayStation,6,1998
Cool Boarders 4,PlayStation,4,1999
Cool Cool Toon,Dreamcast,8,2000
Cops & Robbers,iPhone,6,2009
COPS 2170: The Power of Law,PC,4,2005
Copter Crisis,Wii,2,2009
Coraline,Wii,3,2009
Coraline,PlayStation 2,3,2009
Corpse Party,PlayStation Portable,7,2011
Corpse Party: Book of Shadows,PlayStation Portable,6,2013
Cortex Command,PC,5,2012
Corvette,Xbox,6,2004
Corvette,PlayStation 2,6,2004
Corvette Evolution GT,Nintendo DS,5,2008
Corvette Evolution GT,PlayStation 2,4,2006
Cory in the House,Nintendo DS,3,2008
Cosmic Carnage,Sega 32X,3,2008
Cosmic Family,Wii,5,2007
Cosmos X2,Nintendo DSi,7,2010
Cossacks II: Napoleonic Wars,PC,8,2005
Cossacks: Back to War,PC,7,2002
Cossacks: European Wars,PC,8,2001
Cossacks: The Art of War,PC,8,2002
Costume Quest,Xbox 360,8,2010
Costume Quest,PlayStation 3,8,2010
Costume Quest,PC,8,2011
Costume Quest 2,PC,8,2014
Costume Quest 2,Xbox 360,8,2014
Costume Quest 2,PlayStation 4,8,2014
Costume Quest 2,Xbox One,8,2014
Costume Quest 2,PlayStation 3,8,2014
Countdown: Vampires,PlayStation,5,2000
Counter Force,Wii,4,2008
Counter-Strike,PC,9,2000
Counter-Strike,Xbox,8,2003
Counter-Strike: Condition Zero,PC,7,2004
Counter-Strike: Global Offensive,Macintosh,8,2012
Counter-Strike: Global Offensive,PC,8,2012
Counter-Strike: Global Offensive,PlayStation 3,8,2012
Counter-Strike: Global Offensive,Xbox 360,8,2012
Counterspy,PlayStation 4,7,2014
Counterspy,PlayStation 3,7,2014
Counterspy,PlayStation Vita,7,2014
Courier Crisis,PlayStation,3,1997
Cover Orange,iPhone,9,2011
Covert Ops: Nuclear Dawn,PlayStation,5,2000
Cowboys & Aliens: Silver City Defense,iPhone,2,2011
Crackdown [2007],Xbox 360,8,2007
Crackdown 2,Xbox 360,8,2010
Cradle of Rome,Nintendo DS,6,2008
Craft the World,PC,6,2015
Crafting Mama,Nintendo DS,6,2010
Cranium Kabookii,Wii,6,2007
Crash 'n' Burn,Xbox,6,2004
Crash 'n' Burn,PlayStation 2,6,2004
Crash 'N' The Boys: Street Challenge,Wii,8,2009
Crash 'N' The Boys: Street Challenge,NES,8,2009
Crash Bandicoot,PlayStation,8,1996
Crash Bandicoot,PlayStation Portable,8,2007
Crash Bandicoot 2: Cortex Strikes Back,PlayStation,9,1997
Crash Bandicoot 2: N-tranced,Game Boy Advance,9,2003
Crash Bandicoot Nitro Kart 2,iPhone,7,2010
Crash Bandicoot Nitro Kart 3D,iPhone,8,2008
Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,7,2004
Crash Bandicoot: Party Games,Wireless,5,2007
Crash Bandicoot: The Huge Adventure,Game Boy Advance,9,2002
Crash Bandicoot: The Wrath of Cortex,PlayStation 2,7,2001
Crash Bandicoot: The Wrath of Cortex,Xbox,7,2002
Crash Bandicoot: The Wrath of Cortex,GameCube,7,2002
Crash Bandicoot: Warped,PlayStation,9,1998
Crash Bash,PlayStation,8,2000
Crash Boom Bang!,Nintendo DS,2,2006
Crash Commando,PlayStation 3,9,2008
Crash Nitro Kart,Game Boy Advance,8,2003
Crash Nitro Kart,N-Gage,8,2004
Crash Nitro Kart,PlayStation 2,7,2003
Crash Nitro Kart,Xbox,7,2003
Crash Nitro Kart,GameCube,7,2003
Crash Nitro Kart,Wireless,6,2004
Crash of the Titans,Nintendo DS,8,2007
Crash of the Titans,Xbox 360,7,2007
Crash of the Titans,Wii,7,2007
Crash of the Titans,PlayStation 2,7,2007
Crash of the Titans,PlayStation Portable,6,2007
Crash of the Titans,Wireless,6,2007
Crash Tag Team Racing,PlayStation 2,7,2005
Crash Tag Team Racing,Xbox,7,2005
Crash Tag Team Racing,Wireless,7,2005
Crash Tag Team Racing,PlayStation Portable,7,2005
Crash Team Racing,PlayStation,9,1999
Crash Time: Autobahn Pursuit,Xbox 360,4,2008
Crash Twinsanity,PlayStation 2,8,2004
Crash Twinsanity,Xbox,8,2004
Crash Twinsanity,PlayStation 2,8,2004
Crash Twinsanity,Wireless,7,2005
Crash-Course Domo,Nintendo DSi,6,2009
Crash: Mind Over Mutant,Wii,7,2008
Crash: Mind Over Mutant,PlayStation 2,7,2008
Crash: Mind Over Mutant,Xbox 360,7,2008
Crash: Mind Over Mutant,Nintendo DS,3,2008
Crasher,PC,6,2011
Crashmo,Nintendo 3DS,10,2012
Cratermaze,Wii,7,2007
Cratermaze,TurboGrafx-16,7,2007
Crayola Treasure Adventures,Nintendo DS,8,2007
Crayon Physics Deluxe,PC,9,2009
Crazy Campus,Wireless,8,2007
Crazy Climber,Wireless,6,2006
Crazy Frog Arcade Racer,PlayStation 2,3,2008
Crazy Golf,Nintendo DSi,7,2010
Crazy Hamster,Nintendo DSi,6,2011
Crazy Machines 2,PC,7,2008
Crazy Machines Elements,PlayStation 3,6,2012
Crazy Monkey Spin,iPhone,7,2009
Crazy Mouse,Xbox 360,3,2008
Crazy Penguin Catapult,Wireless,9,2007
Crazy Penguin Catapult,iPhone,8,2008
Crazy Penguin Catapult 2,iPhone,8,2009
Crazy Racer,Wireless,5,2003
Crazy Sudoku,Nintendo DSi,5,2010
Crazy Taxi,Dreamcast,10,2000
Crazy Taxi,iPhone,7,2012
Crazy Taxi,PlayStation 2,7,2001
Crazy Taxi,GameCube,7,2001
Crazy Taxi,Xbox 360,6,2010
Crazy Taxi,PlayStation 3,6,2010
Crazy Taxi 2,Dreamcast,9,2001
Crazy Taxi 3:  High Roller,Xbox,7,2002
Crazy Taxi: Catch a Ride,Game Boy Advance,7,2003
Crazy Taxi: Fare Wars,PlayStation Portable,8,2007
Create,Xbox 360,6,2010
Create,PlayStation 3,6,2010
Create,Wii,6,2010
Create,PC,6,2010
Creature Shock (Special Edition),PlayStation,2,1996
Creatures,PlayStation,3,2002
Crime Cities,PC,8,2001
Crime Killer,PlayStation,5,1998
Crime Life: Gang Wars,Xbox,4,2005
Crime Patrol 2: Drug Wars,DVD / HD Video Game,1,2002
Crime Stories,PC,5,2006
CrimeCraft,PC,6,2009
Crimson Dragon,Xbox One,6,2013
Crimson Gem Saga,PlayStation Portable,8,2009
Crimson Sea,Xbox,8,2003
Crimson Sea 2,PlayStation 2,8,2004
Crimson Skies,PC,9,2000
Crimson Skies: High Road to Revenge,Xbox,9,2003
Crimson Tears,PlayStation 2,7,2004
Crimsonland,PlayStation 4,8,2014
Crisis Core: Final Fantasy VII,PlayStation Portable,9,2008
Critical Depth,PlayStation,5,1997
Critical Mass,PC,8,2011
Critter Crunch,Wireless,9,2007
Critter Crunch,iPhone,9,2008
Critter Crunch,PlayStation 3,9,2009
Critter Round-Up,Wii,6,2008
Cro-Mag Rally,iPhone,7,2008
Croc 2,PlayStation,8,1999
Croc 2,Game Boy Color,8,2001
Croc 2,PC,7,2000
Croc: Legend of the Gobbos,PlayStation,8,1997
Croc: Legend of the Gobbos,Game Boy Color,5,2000
Cross Edge,PlayStation 3,4,2009
Cross Racing Championship 2005,PC,8,2006
Crosswords DS,Nintendo DS,8,2008
"Crouching Tiger, Hidden Dragon",Game Boy Advance,6,2003
"Crouching Tiger, Hidden Dragon",PlayStation 2,5,2003
"Crouching Tiger, Hidden Dragon",Xbox,5,2004
Crown of Glory,PC,8,2005
Cruis'n,Wii,3,2007
Cruis'n Exotica,Nintendo 64,6,2000
Cruis'n Exotica,Game Boy Color,5,2000
Cruis'n USA,Nintendo 64,4,1996
Cruis'n USA,Wii,4,2008
Cruis'n Velocity,Game Boy Advance,6,2001
Cruis'n World,Nintendo 64,7,1998
Cruise Party,Wii,3,2010
Crusader Kings,PC,8,2004
Crusader Kings II,PC,8,2012
Crusader: No Remorse,PlayStation,7,1997
Crusaders of Might and Magic,PC,4,1999
Crusaders of Might and Magic,PlayStation,3,2000
Crush,PlayStation Portable,9,2007
Crush Roller,NeoGeo Pocket Color,8,1999
Crush the Castle,iPhone,8,2010
Crush the Castle,Android,7,2010
Crusty Demons,Xbox,5,2006
Cryostasis: Sleep of Reason,PC,6,2009
Crypt Killer,PlayStation,4,1997
Crypt of the Necrodancer,PC,9,2015
Crysis,PC,9,2007
Crysis,PlayStation 3,8,2011
Crysis,Xbox 360,8,2011
Crysis 2,PC,9,2011
Crysis 2,PlayStation 3,9,2011
Crysis 2,Xbox 360,9,2011
Crysis 3,PlayStation 3,9,2013
Crysis 3,Xbox 360,9,2013
Crysis 3,PC,9,2013
Crysis Warhead,PC,9,2008
Crystal Caverns of Amon-Ra,Nintendo DSi,5,2011
Crystal Defenders,PlayStation 3,8,2009
Crystal Defenders,Xbox 360,6,2009
Crystal Defenders,iPad,5,2010
Crystal Defenders R1,Wii,6,2009
Crystal Defenders R2,Wii,6,2009
Crystal Defenders W1,iPhone,7,2008
Crystal Defenders: Vanguard Storm,iPhone,8,2009
Crystal Key II: The Far Realm,PC,6,2004
Crystal Mines II,Lynx,7,1999
Crystal Monsters,Nintendo DSi,5,2010
Crystal Quest,Xbox 360,6,2006
Crystalis,Game Boy Color,8,2000
CS Garfield Pinball,Wireless,5,2004
CSI: Crime Scene Investigation,PC,8,2003
CSI: Crime Scene Investigation,Xbox,6,2004
CSI: Crime Scene Investigation: 3 Dimensions of Murder,PC,9,2006
CSI: Crime Scene Investigation: 3 Dimensions of Murder,PlayStation 2,7,2007
CSI: Crime Scene Investigation: Dark Motives,PC,8,2004
CSI: Crime Scene Investigation: Dark Motives,Nintendo DS,5,2008
CSI: Crime Scene Investigation: Deadly Intent -- Hidden Cases,Nintendo DS,8,2010
CSI: Crime Scene Investigation: Hard Evidence,PC,6,2007
CSI: Crime Scene Investigation: Hard Evidence,Xbox 360,6,2007
CSI: Crime Scene Investigation: Hard Evidence,Wii,6,2008
CSI: Miami,Wireless,9,2007
CSI: Miami,iPhone,7,2008
CSI: Miami,PC,6,2004
CSI: NY -- The Game,PC,6,2008
CT Special Forces,Game Boy Advance,6,2004
CT Special Forces 2: Back in the Trenches,Game Boy Advance,7,2004
Cthulhu Saves the World,PC,8,2011
CTU: Marine Sharpshooter,PC,4,2003
Cube [2007],PlayStation Portable,7,2007
Cubic Ninja,Nintendo 3DS,6,2011
Cubivore: Survival of the Fittest,GameCube,7,2002
Cuboid,PlayStation 3,9,2009
Cue Sports: Pool Revolution,Wii,6,2009
Culdcept,PlayStation 2,9,2003
Culdcept Saga,Xbox 360,7,2008
Culpa Innata,PC,4,2007
Cultures,PC,7,2001
Cunning Fox Backgammon,Wireless,6,2007
Curious George,PlayStation 2,6,2006
Curious George,GameCube,6,2006
Curious George,Xbox,6,2006
Curse You! Red Baron,PC,4,1999
Curse: The Eye of Isis,PC,8,2003
Curse: The Eye of Isis,Xbox,7,2004
Cursed Mountain,Wii,8,2009
Custom Robo,Nintendo 64,9,2000
Custom Robo Arena,Nintendo DS,7,2007
Custom Robo Battle Revolution,GameCube,7,2004
